Command Complete Flag
Result Data5
Result Data6
Result Data7
Result Data8
Result Data9
Result Data10
Result Data11
Result Data12
Result Data13
Result Data14
Result Data15
Result Data16
Result Data17
Result Data18
Result Data19
Result Data20
Result Data21
Result Data22
Result Data23
Result Data24
Result Data25
Result Data26
Result Data27
Result Data28
Result Data29
Result Data30
Result Data31
Result Data32
Result Data33
Result Data34
Result Data35
Result Data36
Result Data37
Result Data38
Result Data39
Result Data40
Result Data41
Result Data42
Result Data43
Result Data44
Result Data45
Result Data46
Result Data47
Result Data48
Result Data49
Result Data50
Result Data51
Result Data52
Result Data53
Result Data54
Result Data55
Result Data56
Result Data57
Result Data58
Result Data59
Result Data60
Result Data61
Result Data62
Result Data63
Result Data64
Result Data65
Result Data66
Result Data67
Result Data68
Result Data69
Result Data70
Result Data71
Result Data72
Result Data73
Result Data74
Result Data75
Result Data76
Result Data77
Result Data78
Result Data79
Result Data80
Result Data81
Result Data82
Result Data83
Result Data84
Result Data85
Result Data86
Result Data87
Result Data88
Result Data89
Result Data90
Result Data91
Result Data92
Result Data93
Result Data94
Result Data95
Result Data96
Result Data97
Result Data98
Result Data99
Result Data100
Result Data101
Result Data102
Result Data103
Result Data104
Result Data105
Result Data106
Result Data107
Result Data108
Result Data109
Result Data110
Result Data111
Result Data112
Command Request Flag
Reserved
Reserved
Result ack flag
Error Reset Request
Reserved
Reserved
Reserved
TRG1
TRG2
TRG3
TRG4
Reserved
Reserved
Reserved
Reserved
RESET
EXT
TEST
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
ExecCondNo
ExecCondNo
ExecCondNo
ExecCondNo
ExecCondNo
ExecCondNo
ExecCondNo
ExecCondNo
ExecCondNo
ExecCondNo
ExecCondNo
ExecCondNo
ExecCondNo
ExecCondNo
ExecCondNo
ExecCondNo
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Reserved
Command Number
Command Parameter1
Command Parameter2
Command Parameter3
Command Parameter4
Command Parameter5
Command Parameter6
Command Parameter7
Command Parameter8
Command Parameter9
Command Parameter10
Command Parameter11
Command Parameter12
Command Parameter13
Command Parameter14
Command Parameter15
Command Parameter16
Command Parameter17
Command Parameter18
Command Parameter19
Command Parameter20
Command Parameter21
Command Parameter22
Command Parameter23
Command Parameter24
Command Parameter25
Command Parameter26
Command Parameter27
Command Parameter28
Command Parameter29
Command Parameter30
Command Parameter31
Command Parameter32
Command Parameter33
Command Parameter34
Command Parameter35
Command Parameter36
Command Parameter37
Command Parameter38
Command Parameter39
Command Parameter40
Command Parameter41
Command Parameter42
Command Parameter43
Command Parameter44
Command Parameter45
Command Parameter46
Command Parameter47
Command Parameter48
Command Parameter49
Command Parameter50
Command Parameter51
Command Parameter52
Command Parameter53
Command Parameter54
Command Parameter55
Command Parameter56
Command Parameter57
Command Parameter58
Command Parameter59
Command Parameter60
Command Parameter61
Command Parameter62
Command Parameter63
Command Parameter64
Command Parameter65
Command Parameter66
Command Parameter67
Command Parameter68
Command Parameter69
Command Parameter70
Command Parameter71
Command Parameter72
Command Parameter73
Command Parameter74
Command Parameter75
Command Parameter76
Command Parameter77
Command Parameter78
Command Parameter79
Command Parameter80
Command Parameter81
Command Parameter82
Command Parameter83
Command Parameter84
Command Parameter85
Command Parameter86
Command Parameter87
Command Parameter88
Command Parameter89
Command Parameter90
Command Parameter91
Command Parameter92
Command Parameter93
Command Parameter94
Command Parameter95
Command Parameter96
Command Parameter97
Command Parameter98
Command Parameter99
Command Parameter100
Command Parameter101
Command Parameter102
Command Parameter103
Command Parameter104
Command Parameter105
Command Parameter106
Command Parameter107
Command Parameter108
Command Parameter109
Command Parameter110
Command Parameter111
Command Parameter112
Command Parameter113
Command Parameter114
Command Parameter115
Command Parameter116
Command Parameter117
Command Parameter118
Command Parameter119
